NORAD Number,COSPAR Number,Official Name,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Inclination (degrees),Period (minutes),Launch Mass (kg.), Dry Mass (kg.) ,Expected Lifetime (yrs.),Launch Site,Launch Vehicle
51957,2022-029Y ,Starlink-3687 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
51967,2022-041BB ,Starlink-3688 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
51965,2022-025F ,Starlink-3689 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
51962,2022-025J ,Starlink-3690 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52108,2022-025E ,Starlink-3691 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
51966,2022-025C ,Starlink-3692 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
51956,2022-025B ,Starlink-3694 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52095,2022-025M ,Starlink-3695 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52100,2022-025K ,Starlink-3696 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52101,2022-025G ,Starlink-3697 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
51959,2022-029W ,Starlink-3698 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52103,2022-025L ,Starlink-3699 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52105,2022-025A ,Starlink-3700 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52133,2022-029H ,Starlink-3701 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52111,2022-029N ,Starlink-3702 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52102,2022-029P ,Starlink-3703 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52131,2022-025D ,Starlink-3704 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52090,2022-029R ,Starlink-3705 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52091,2022-029T ,Starlink-3706 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52094,2022-029AX ,Starlink-3707 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52127,2022-029Z ,Starlink-3708 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52092,2022-029Q ,Starlink-3709 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52096,2022-029AV ,Starlink-3711 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52132,2022-029C ,Starlink-3712 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52136,2022-029D ,Starlink-3713 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52134,2022-029G ,Starlink-3714 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52089,2022-029AR ,Starlink-3715 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52138,2022-029E ,Starlink-3716 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52305,2022-029J ,Starlink-3717 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52123,2022-029AW ,Starlink-3718 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52122,2022-029BA ,Starlink-3720 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52125,2022-029AY ,Starlink-3721 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52361,2022-029B ,Starlink-3722 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52135,2022-029BC ,Starlink-3723 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52139,2022-041AW ,Starlink-3724 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52126,2022-029AM ,Starlink-3725 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52137,2022-029AL ,Starlink-3726 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52112,2022-029AP ,Starlink-3727 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52116,2022-045AG ,Starlink-3728 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52113,2022-029AZ ,Starlink-3729 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52114,2022-029BD ,Starlink-3730 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52117,2022-029AQ ,Starlink-3732 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52266,2022-029BB ,Starlink-3733 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52265,2022-029AA ,Starlink-3734 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52619,2022-029AE ,Starlink-3735 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52303,2022-029AB ,Starlink-3736 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52118,2022-029AC ,Starlink-3737 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52304,2022-029AF ,Starlink-3738 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52308,2022-041F ,Starlink-3739 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52268,2022-041E ,Starlink-3740 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52306,2022-052X,Starlink-3741 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52267,2022-041AU ,Starlink-3742 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52313,2022-029AG ,Starlink-3743 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52311,2022-041AV ,Starlink-3744 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52289,2022-041AZ ,Starlink-3745 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52312,2022-041H ,Starlink-3746 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52292,2022-041AX ,Starlink-3747 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52350,2022-041G ,Starlink-3748 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52307,2022-041BE ,Starlink-3749 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52309,2022-041BC ,Starlink-3750 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52539,2022-041AE ,Starlink-3751 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52297,2022-041BD ,Starlink-3752 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52299,2022-041AH ,Starlink-3753 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52298,2022-045V ,Starlink-3754 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52262,2022-041AY ,Starlink-3755 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52374,2022-041BA ,Starlink-3756 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52556,2022-051G,Starlink-3757 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52280,2022-041AN ,Starlink-3758 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52295,2022-041AQ ,Starlink-3759 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52296,2022-041AP ,Starlink-3760 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52376,2022-041B ,Starlink-3761 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52301,2022-045AV ,Starlink-3762 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52300,2022-051Z,Starlink-3763 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52554,2022-041V ,Starlink-3764 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52293,2022-041AL ,Starlink-3765 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52290,2022-041AM ,Starlink-3766 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52291,2022-045AX ,Starlink-3767 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52680,2022-041AS ,Starlink-3768 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52285,2022-041AR ,Starlink-3769 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52288,2022-051X,Starlink-3770 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52294,2022-041AJ ,Starlink-3771 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52276,2022-041AF ,Starlink-3772 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52281,2022-041AG ,Starlink-3773 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52278,2022-053AA,Starlink-3774 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52272,2022-041AA ,Starlink-3775 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52273,2022-041AD ,Starlink-3776 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52282,2022-041AK ,Starlink-3777 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52275,2022-041R ,Starlink-3778 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52375,2022-041W ,Starlink-3779 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52263,2022-041T ,Starlink-3780 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52277,2022-041M ,Starlink-3781 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52271,2022-041N ,Starlink-3782 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52283,2022-041X ,Starlink-3783 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52274,2022-041Q ,Starlink-3784 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52269,2022-045AW ,Starlink-3785 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52339,2022-041C ,Starlink-3786 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52380,2022-041S ,Starlink-3787 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52631,2022-041L ,Starlink-3788 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52264,2022-041Y ,Starlink-3789 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52372,2022-041P ,Starlink-3790 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52337,2022-041J ,Starlink-3791 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52371,2022-045J ,Starlink-3792 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52382,2022-045BB ,Starlink-3793 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52379,2022-052AK,Starlink-3794 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52356,2022-041D ,Starlink-3795 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52286,2022-045AT ,Starlink-3796 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52381,2022-045G ,Starlink-3797 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52270,2022-045AS ,Starlink-3798 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52377,2022-045BD ,Starlink-3799 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52378,2022-045BA ,Starlink-3800 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52353,2022-045AB ,Starlink-3801 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52366,2022-041AB ,Starlink-3802 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52851,2022-045BC ,Starlink-3803 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52261,2022-041K ,Starlink-3804 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52383,2022-045AY ,Starlink-3805 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52346,2022-045AZ ,Starlink-3806 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52482,2022-045Y ,Starlink-3807 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52335,2022-045AM ,Starlink-3808 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52338,2022-062X,Starlink-3809 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52367,2022-041A ,Starlink-3810 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52340,2022-045BE ,Starlink-3811 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52349,2022-045R ,Starlink-3812 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52364,2022-049AH,Starlink-3813 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52357,2022-045E ,Starlink-3814 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52287,2022-045H ,Starlink-3815 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52336,2022-045AN ,Starlink-3817 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52360,2022-045K ,Starlink-3818 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52478,2022-045U ,Starlink-3819 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52347,2022-045AK ,Starlink-3820 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52370,2022-045AC ,Starlink-3821 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52469,2022-041AC ,Starlink-3822 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52348,2022-045F ,Starlink-3823 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52363,2022-045AF ,Starlink-3824 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52332,2022-049AD,Starlink-3825 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52646,2022-045S ,Starlink-3826 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52578,2022-045AR ,Starlink-3827 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52368,2022-049U,Starlink-3828 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52476,2022-045T ,Starlink-3829 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52577,2022-045AJ ,Starlink-3830 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52358,2022-045B ,Starlink-3831 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52352,2022-052BA,Starlink-3832 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52480,2022-051AU,Starlink-3833 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52466,2022-045AP ,Starlink-3834 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52369,2022-049AB,Starlink-3835 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52481,2022-051AT,Starlink-3836 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52341,2022-045AD ,Starlink-3837 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52705,2022-045X ,Starlink-3838 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52541,2022-049AF,Starlink-3839 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52647,2022-049R,Starlink-3840 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52333,2022-045AQ ,Starlink-3841 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52362,2022-049AG,Starlink-3842 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52343,2022-045L ,Starlink-3843 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52342,2022-053BB,Starlink-3844 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52344,2022-051J,Starlink-3845 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52345,2022-052BB,Starlink-3846 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52359,2022-045C ,Starlink-3847 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52648,2022-045AH ,Starlink-3848 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52474,2022-045N ,Starlink-3849 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52459,2022-045M ,Starlink-3850 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52494,2022-045P ,Starlink-3851 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52553,2022-045Q ,Starlink-3852 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52470,2022-045AE ,Starlink-3853 ,USA,SpaceX,Commercial,Communications,LEO,0,348,351,53.2,91.5,260,,4,Cape Canaveral,Falcon 9
52477,2022-052BC,Starlink-3854 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52503,2022-049Z,Starlink-3855 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52471,-=022-049J,Starlink-3856 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52465,2022-049AV,Starlink-3857 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52468,2022-051W,Starlink-3858 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52460,2022-049V,Starlink-3859 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52500,2022-049AC,Starlink-3860 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52587,2022-049BE,Starlink-3861 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52649,2022-049W,Starlink-3862 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52547,2022-049Q,Starlink-3863 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52451,2022-049T,Starlink-3864 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52496,2022-049K,Starlink-3865 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52453,2022-049BB,Starlink-3866 ,USA,SpaceX,Commercial,Communications,LEO,0,539,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52467,2022-051BD,Starlink-3867 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
52365,2022-052BD,Starlink-3868 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Cape Canaveral,Falcon 9
52483,2022-051Q,Starlink-3869 ,USA,SpaceX,Commercial,Communications,LEO,0,538,541,53.2,95.4,260,,4,Vandenberg AFB,Falcon 9
